,index,ascii_name,latitude,longitude,population,funding_total,Total Funding Amount
175,1018,Alpharetta,34.075379999999996,-84.29409,True,0.0,400000
176,1019,Arlington,31.4399,-84.72492,False,0.0,75566753
177,1034,Ashburn,31.70601,-83.65321999999999,False,0.0,10880000
178,1036,Atlanta,33.749,-84.38798,True,0.0,362287782
179,1041,Avondale Estates,33.77149,-84.26714,False,0.0,10000
180,1042,Bethlehem,33.93206,-83.71378,False,0.0,2220000
181,1046,Boston,30.791859999999996,-83.78989,False,0.0,1968608407
182,1050,Brunswick,31.14995,-81.49149,True,0.0,20000
183,1052,Byron,32.65376,-83.75963,False,0.0,40000
184,1059,Chamblee,33.89205,-84.29881,True,0.0,2500000
185,1060,College Park,33.65344,-84.44937,True,0.0,10284000
186,1061,Columbus,32.46098,-84.98770999999999,True,0.0,72916197
187,1072,Commerce,34.204,-83.45711,False,0.0,49050000
188,1076,Covington,33.596779999999995,-83.86018,True,0.0,3020000
189,1083,Dallas,33.92371,-84.84076999999999,True,0.0,296701750
190,1089,Denton,31.722690000000004,-82.69375,False,0.0,3150000
191,1094,Douglasville,33.7515,-84.74771,True,0.0,1024009
192,1095,Dublin,32.540440000000004,-82.90375,True,0.0,21822045
193,1101,Dunwoody,33.94621,-84.33465,True,0.0,250000
194,1102,Jeffersonville,32.68765,-83.34656,False,0.0,125000
195,1106,Kingston,34.23704,-84.94411,False,0.0,500000
196,1122,Lawrenceville,33.95621,-83.98796,True,0.0,19000
197,1128,Lilburn,33.8901,-84.14296999999999,True,0.0,45000
198,1129,Manassas,32.160470000000004,-82.01956,False,0.0,4875000
199,1131,Manchester,32.85985,-84.61993000000001,False,0.0,4089475
200,1145,Marietta,33.9526,-84.54993,True,0.0,2450000
201,1154,Martinez,33.51736,-82.07567,True,0.0,30000
202,1156,Menlo,34.484809999999996,-85.47635,False,0.0,1000000
203,1159,Mount Airy,34.51871,-83.50073,False,0.0,150000
204,1161,Norcross,33.94121,-84.21353,True,0.0,500000
205,1163,Norwood,33.46264,-82.70514,False,0.0,538000
206,1172,Rome,34.25704,-85.16467,True,0.0,3610000
207,1179,Roswell,34.02316,-84.36159,True,0.0,2045000
208,1182,Savannah,32.08354,-81.09983000000001,True,0.0,400000
209,1186,Scotland,32.048790000000004,-82.81709000000001,False,0.0,7160000
210,1190,Sparta,33.2757,-82.97626,False,0.0,15000
211,1194,Union City,33.58706,-84.54243000000001,True,0.0,120000
212,1201,Claremont,35.71458,-81.14619,False,0.0,6271000
213,1208,Cornelius,35.4868,-80.86007,True,0.0,550000
214,1210,Danbury,36.4093,-80.20588000000001,False,0.0,50000
215,1217,Davidson,35.50233,-80.83912,True,0.0,9100000
216,1219,Davis,34.79738,-76.4602,False,0.0,10000
217,1225,Denver,35.53125,-81.0298,False,0.0,462810766
218,1230,Durham,35.99403,-78.89862,True,0.0,93840168
219,1236,Elizabethtown,34.62934,-78.60529,False,0.0,15000
220,1239,Forest Hills,35.29732,-83.19348000000001,False,0.0,75000
221,1243,Fremont,35.54544,-77.97471,False,0.0,82741892
222,1250,Frisco,35.23518,-75.62849,False,0.0,3850000
223,1253,Hillsborough,36.07542,-79.09973000000001,False,0.0,125000
224,1256,Huntersville,35.41069,-80.84285,True,0.0,5833875
225,1258,Kenansville,34.96239,-77.96221,False,0.0,540000
226,1259,Kirkland,34.30017,-77.78804000000001,False,0.0,37571126
227,1262,Long Beach,33.91045,-78.11777,False,0.0,44660000
228,1268,Lumberton,34.61834,-79.01045,True,0.0,9000
229,1270,Morrisville,35.823479999999996,-78.82556,True,0.0,114200000
230,1275,Murphy,35.087579999999996,-84.03463,False,0.0,1000000
231,1278,North Carolina,35.500690000000006,-80.00032,True,0.0,83811807
232,1279,Oak City,35.963770000000004,-77.30802,False,0.0,457000
233,1280,Pittsboro,35.72015,-79.17724,False,0.0,520000
234,1281,Pleasant Hill,35.873470000000005,-79.48169,False,0.0,8788066
235,1289,Plymouth,35.86683,-76.74856,False,0.0,4122711
236,1302,Saratoga,35.65377,-77.77553,False,0.0,13246000
237,1306,Siler City,35.72347,-79.46224000000001,False,0.0,50000
238,1307,Wake Forest,35.97987,-78.50972,True,0.0,2700000
239,1308,Walnut Creek,35.307109999999994,-77.86498,False,0.0,5153000
240,1310,Warsaw,34.99933,-78.0911,False,0.0,1200000
241,1315,Westport,35.50125,-80.97869,False,0.0,2600000
242,1322,Wrightsville Beach,34.2085,-77.79637,False,0.0,1000000
243,1323,Cherry Hill,39.93484,-75.03073,True,0.0,600000
244,1325,Cinnaminson,39.99678,-74.99266999999999,True,0.0,120000
245,1326,Folsom,39.602059999999994,-74.84267,False,0.0,1270000
246,1330,Glendora,39.83956,-75.07351,False,0.0,3000000
247,1332,Marlton,39.891220000000004,-74.92183,True,0.0,300000
248,1333,Baltimore,39.84534,-82.60072,False,0.0,129096692
249,1334,Beavercreek,39.70923,-84.06326999999999,True,0.0,220000
250,1336,Belmont,39.7295,-84.13965999999999,False,0.0,85975397
251,1344,Buffalo,39.91591,-81.52011999999999,False,0.0,41817000
252,1356,Burlington,38.4073,-82.53571,False,0.0,100114347
253,1370,Chesapeake,38.427859999999995,-82.4571,False,0.0,5000000
254,1373,Cheshire,38.9448,-82.11125,False,0.0,100000
255,1376,Cincinnati,39.127109999999995,-84.51439,True,0.0,73201909
256,1378,Clifton,39.797,-83.82548,False,0.0,900000
257,1389,Fairborn,39.820890000000006,-84.01938,True,0.0,600000
258,1390,Fairfax,39.145340000000004,-84.39327,False,0.0,6135000
259,1399,Germantown,39.62617,-84.36939,False,0.0,1700000
260,1403,Glendale,39.27061,-84.45939,False,0.0,134010000
261,1412,Greenfield,39.35201,-83.38269,False,0.0,250000
262,1422,Hamden,39.15979,-82.52683,False,0.0,150000
263,1424,Hebron,39.961729999999996,-82.49127,False,0.0,50000
264,1433,Ithaca,39.93727,-84.55329,False,0.0,15000
265,1436,Jerusalem,39.85174,-81.09233,False,0.0,82353
266,1437,Lancaster,39.71368,-82.59933000000001,True,0.0,2000000
267,1446,Lebanon,39.435340000000004,-84.20299,True,0.0,12126189
268,1458,Loveland,39.26895,-84.26383,True,0.0,765398
269,1461,New Haven,39.27561,-84.74078,False,0.0,66700000
270,1466,Newtown,39.1245,-84.36161,False,0.0,1006000
271,1472,Northbrook,39.24645,-84.58355999999999,True,0.0,150000
272,1474,Norwich,39.98507,-81.79151999999999,False,0.0,150000
273,1478,Portsmouth,38.73174,-82.99767,True,0.0,1000000
274,1483,Reno,39.37285,-81.39567,False,0.0,41566108
275,1485,Roseville,39.80729,-82.07125,False,0.0,25000
276,1491,Somerset,39.80701,-82.29709,False,0.0,1700000
277,1498,Stafford,39.713409999999996,-81.27623,False,0.0,568000
278,1502,Sugar Grove,39.62645,-82.54849,False,0.0,380000
279,1506,Syracuse,38.99758,-81.97403,False,0.0,2258009
280,1512,Burbank,36.695040000000006,-96.73198000000001,False,0.0,12300000
281,1517,Chandler,35.70173,-96.88086,False,0.0,24474970
282,1521,Chattanooga,34.42286,-98.65645,False,0.0,45386230
283,1523,Cheyenne,35.61394,-99.67149,False,0.0,4026000
284,1525,Edmond,35.65283,-97.4781,True,0.0,150000
285,1526,Frederick,34.39203,-99.01841,False,0.0,83775000
286,1528,Lima,35.173970000000004,-96.59974,False,0.0,750000
287,1533,Medford,36.80697,-97.73366,False,0.0,17135000
288,1539,Oklahoma City,35.46756,-97.51643,True,0.0,3105000
289,1540,Paoli,34.82674,-97.25919,False,0.0,2000000
290,1542,Peoria,36.91534,-94.66995,False,0.0,3461899
291,1547,Saint Louis,35.07424,-96.85308,False,0.0,20605000
292,1548,Sterling,34.75035,-98.17171,False,0.0,13230011
293,1554,Stillwater,36.11561,-97.05837,True,0.0,560000
294,1558,Tulsa,36.15398,-95.99277,True,0.0,1420000
295,1559,Wayne,34.91813,-97.31447,False,0.0,3360000
296,1564,Addison,39.7473,-79.3392,False,0.0,12875855
297,1570,Glen Rock,39.79316,-76.73025,False,0.0,250000
298,1572,Philadelphia,39.952329999999996,-75.16379,True,0.0,312119785
299,1575,Wakefield,39.773720000000004,-76.17912,False,0.0,1500000
300,1579,West Chester,39.96097,-75.60804,True,0.0,70000
301,1581,Blacksburg,35.12124,-81.51592,False,0.0,1089000
302,1583,Chesterfield,34.73599,-80.08811999999999,False,0.0,2600000
303,1588,Johnston,33.83208,-81.80094,False,0.0,13900000
304,1591,Lakewood,33.84683,-80.35008,False,0.0,1641667
305,1600,Myrtle Beach,33.68906,-78.88669,True,0.0,625000
306,1601,Norway,33.45182,-81.12538,False,0.0,10000
307,1604,Orangeburg,33.491820000000004,-80.85565,True,0.0,4200000
308,1606,Seneca,34.68566,-82.9532,False,0.0,20000
309,1612,Spartanburg,34.94957,-81.93205,True,0.0,80000
310,1613,Westminster,34.66482,-83.09654,False,0.0,500000
311,1618,Alexandria,36.07756,-86.03331999999999,False,0.0,13074304
312,1625,Brentwood,36.033120000000004,-86.78278,True,0.0,27391667
313,1629,Chapel Hill,35.626459999999994,-86.69333,False,0.0,37932782
314,1630,Charlotte,36.177279999999996,-87.33973,False,0.0,45004300
315,1634,Collegedale,35.053129999999996,-85.05023,True,0.0,15000
316,1635,Goodlettsville,36.32311,-86.71333,True,0.0,80000
317,1636,Jefferson City,36.12231,-83.4924,False,0.0,2500000
318,1638,Madisonville,35.5198,-84.36353000000001,False,0.0,1312400
319,1639,Medina,35.80285,-88.77478,False,0.0,20000
320,1644,Middleton,35.06453,-88.89089,False,0.0,1600000
321,1648,Park City,35.082029999999996,-86.57111,False,0.0,20326118
322,1652,Petersburg,35.3198,-86.6375,False,0.0,21000
323,1660,Tennessee,35.75035,-86.25027,True,0.0,20000
324,1662,Tullahoma,35.36202,-86.20943,True,0.0,20000
325,1663,Alton,26.287290000000002,-98.31335,True,0.0,25000
326,1666,Bedford,32.84402,-97.14307,True,0.0,2650000
327,1673,Bellevue,33.63649,-98.01393,False,0.0,193471234
328,1680,Bloomington,28.64777,-96.89249000000001,False,0.0,13305000
329,1686,Bryan,30.674359999999997,-96.36995999999999,True,0.0,4870000
330,1687,Cedar Park,30.5052,-97.82029,True,0.0,2400000
331,1688,Chico,33.29595,-97.79892,False,0.0,11067203
332,1691,Crowley,32.579029999999996,-97.36251999999999,True,0.0,150030
333,1693,Cypress,29.969109999999997,-95.69717,True,0.0,197000
334,1695,Fort Worth,32.72541,-97.32085,True,0.0,270000
335,1696,Fresno,29.53885,-95.44744,True,0.0,1795000
336,1698,Friendswood,29.5294,-95.20104,True,0.0,187500
337,1699,Grapevine,32.934290000000004,-97.07807,True,0.0,30000
338,1700,Hempstead,30.097440000000002,-96.07829,False,0.0,5900000
339,1702,Irving,32.73628,-94.94148,True,0.0,18650000
340,1703,Westlake,32.991240000000005,-97.19501,False,0.0,3475000
341,1704,Bridgewater,38.38207,-78.9767,False,0.0,14000000
342,1711,Charlottesville,38.029309999999995,-78.47668,True,0.0,37200500
343,1712,Chatham,36.82569,-79.39808000000001,False,0.0,8400000
344,1717,Draper,37.00595,-80.74729,False,0.0,13214997
345,1720,Falls Church,38.882329999999996,-77.17109,True,0.0,11400000
346,1721,Falmouth,38.324020000000004,-77.46831999999999,False,0.0,150000
347,1723,Fort Lee,37.4957,-77.33525999999999,False,0.0,11000000
348,1726,Harrisonburg,38.44957,-78.86891999999999,True,0.0,1700000
349,1727,Herndon,38.96955,-77.3861,True,0.0,43971400
350,1729,Montclair,38.61095,-77.33971,True,0.0,11000000
351,1732,Norfolk,36.84681,-76.28522,True,0.0,15000
352,1737,Orange,38.24541,-78.11083,False,0.0,9491000
353,1743,Reston,38.968720000000005,-77.3411,True,0.0,93323532
354,1744,Richmond,37.55376,-77.46025999999999,True,0.0,45839992
355,1754,Sandston,37.52348,-77.31581,False,0.0,600000
356,1755,Vienna,38.90122,-77.26526,True,0.0,12710000
357,1758,Virginia Beach,36.85293,-75.97799,True,0.0,32225000
358,1759,Burnsville,38.85621,-80.65482,False,0.0,2855000
359,1761,Flemington,39.26648,-80.13203,False,0.0,300000
360,1763,Saint Albans,38.38565,-81.83624,True,0.0,5360623
361,1765,Cos Cob,41.033429999999996,-73.59957,False,0.0,650000
362,1766,Guilford,45.16894,-69.38449,False,0.0,98100000
363,1771,Edina,40.16754,-92.17268,False,0.0,1915000
364,1773,Wayland,42.567840000000004,-77.58971,False,0.0,3625000
365,1776,East Hartford,41.78232,-72.61203,True,0.0,104000
366,1777,Glastonbury,41.71232,-72.60815,True,0.0,250000
367,1778,Greenwich,41.02649,-73.62846,True,0.0,7250000
368,1780,Groton,41.3501,-72.07840999999999,False,0.0,5000000
369,1786,Kensington,41.63538,-72.76871,False,0.0,350000
370,1792,Mystic,41.35427,-71.96646,False,0.0,1000000
371,1794,New Canaan,41.14676,-73.49484,True,0.0,512500
372,1795,Norwalk,41.1176,-73.4079,True,0.0,11500000
373,1799,Plainfield,41.67649,-71.91507,True,0.0,40000
374,1807,Shelton,41.31649,-73.09316,True,0.0,500000
375,1810,Southbury,41.48148,-73.21316999999999,True,0.0,1700000
376,1811,Stamford,41.05343,-73.53873,True,0.0,16014000
377,1814,Wallingford,41.45704,-72.82316,True,0.0,500000
378,1817,West Hartford,41.76204,-72.74204,True,0.0,2400000
379,1818,Ankeny,41.72971,-93.60576999999999,True,0.0,2500000
380,1819,Bloomfield,40.75169,-92.41490999999999,False,0.0,515000
381,1826,Brooklyn,41.73361,-92.44546,False,0.0,510376998
382,1830,Cambridge,41.89832,-93.5291,False,0.0,3397400689
383,1839,Cedar Rapids,42.00833,-91.64407,True,0.0,415000
384,1841,Coralville,41.6764,-91.58045,True,0.0,16500000
385,1842,Dallas Center,41.68443,-93.96106,False,0.0,625000
386,1843,Des Moines,41.60054,-93.60911,True,0.0,265000
387,1846,Dixon,41.7428,-90.78237,False,0.0,1200000
388,1853,Ely,41.87362,-91.58518000000001,False,0.0,160000
389,1856,Greeley,42.58582,-91.34153,False,0.0,4644795
390,1858,Hopkinton,42.34389,-91.24848,False,0.0,3235000
391,1862,Iowa City,41.66113,-91.53017,True,0.0,16734253
392,1863,Keswick,41.45251,-92.23935,False,0.0,1364640
393,1864,Livermore,42.86858,-94.18524000000001,False,0.0,25237295
394,1867,Nashua,42.95275,-92.5363,False,0.0,93000000
395,1871,New Providence,42.2811,-93.17159000000001,False,0.0,2000000
396,1873,Plano,40.755559999999996,-93.04659000000001,False,0.0,19380000
397,1875,Pleasanton,40.58056,-93.74383,False,0.0,239342447
398,1879,Rochester,41.67391,-91.15849,False,0.0,23487627
399,1889,Toledo,41.99555,-92.57686,False,0.0,1925000
400,1892,Walnut,41.47749,-95.22194,False,0.0,15815837
401,1894,West Des Moines,41.57721,-93.71133,True,0.0,7000000
402,1895,Westfield,42.75555,-96.60587,False,0.0,25000000
403,1901,Astoria,40.227540000000005,-90.35956999999999,False,0.0,500000
404,1905,Avon,40.66421,-90.43485,False,0.0,25000
405,1912,Berkeley,41.88892,-87.9034,False,0.0,204847113
406,1914,Berwyn,41.850590000000004,-87.79366999999999,True,0.0,125000
407,1916,Bolingbrook,41.698640000000005,-88.0684,True,0.0,32000000
408,1917,Cary,42.21197,-88.23814,True,0.0,4750970
409,1918,Champaign,40.11642,-88.24338,True,0.0,7534999
410,1919,Chicago,41.85003,-87.65005,True,0.0,809635429
411,1920,Chicago Heights,41.50615,-87.6356,True,0.0,120000
412,1921,Danvers,40.52948,-89.17730999999999,False,0.0,51500000
413,1924,Elmhurst,41.89947,-87.94034,True,0.0,1025000
414,1926,Erie,41.656420000000004,-90.07929,False,0.0,997000
415,1928,Evanston,42.041140000000006,-87.69006,True,0.0,66298000
416,1930,Glenview,42.06975,-87.78784,True,0.0,4272000
417,1931,Golden,40.10921,-91.01764,False,0.0,1900000
418,1934,Harvard,42.42224,-88.61371,False,0.0,3635523
419,1937,Illinois,40.00032,-89.25036999999999,True,0.0,20000
420,1938,Lincolnshire,42.190020000000004,-87.9084,False,0.0,180000
421,1939,Lincolnwood,42.00448,-87.73006,True,0.0,1000000
422,1940,Malden,41.424479999999996,-89.36926,False,0.0,1750000
423,1944,Manhattan,41.42253,-87.98589,False,0.0,148311926
424,1947,Naperville,41.78586,-88.14729,True,0.0,22055298
425,1948,Oak Brook,41.832809999999995,-87.92895,False,0.0,140000
426,1949,Ohio,41.55753,-89.46093,False,0.0,2885000
427,1950,Oregon,42.01475,-89.33233,False,0.0,10000
428,1953,Phoenix,41.61115,-87.63476999999999,False,0.0,360129204
429,1957,Potomac,40.305040000000005,-87.80058000000001,False,0.0,50000
430,1958,San Jose,40.3056,-89.60288,False,0.0,1103662267
431,1963,Skokie,42.033359999999995,-87.73339,True,0.0,12186347
432,1964,Stanford,40.43476,-89.21786,False,0.0,2940000
433,1967,Topeka,40.33032,-89.93123,False,0.0,8000000
